travel_time,travel_from,car_type,max_capacity,number_of_tickets,hours_daytime,minutes_daytime,days of week,year,minute
432,370.4,49,49,35.0,7,12,2,2017,12
429,361.8,49,49,35.0,7,9,2,2017,12
430,361.8,49,49,20.0,7,10,2,2017,12
432,305.1,49,49,7.0,7,12,6,2018,2
434,329.8,49,49,5.0,7,14,2,2017,12
426,276.0,49,49,2.0,7,6,2,2017,12
480,305.1,11,11,11.0,8,0,6,2018,2
434,305.1,49,49,14.0,7,14,6,2018,2
470,305.1,11,11,10.0,7,50,6,2018,2
460,305.1,11,11,6.0,7,40,6,2018,2
435,370.4,49,49,29.0,7,15,2,2017,12
450,305.1,11,11,8.0,7,30,6,2018,2
440,305.1,11,11,10.0,7,20,6,2018,2
410,305.1,11,11,2.0,6,50,6,2018,2
429,305.1,11,11,9.0,7,9,6,2018,2
420,305.1,11,11,4.0,7,0,6,2018,2
300,305.1,11,11,1.0,5,0,6,2018,2
421,305.1,49,49,1.0,7,1,5,2018,2
428,305.1,49,49,1.0,7,8,5,2018,2
426,305.1,49,49,1.0,7,6,5,2018,2
580,305.1,11,11,2.0,9,40,5,2018,2
560,305.1,11,11,1.0,9,20,5,2018,2
427,305.1,49,49,1.0,7,7,5,2018,2
300,305.1,11,11,1.0,5,0,5,2018,2
340,305.1,11,11,1.0,5,40,5,2018,2
434,305.1,49,49,6.0,7,14,4,2018,2
426,305.1,49,49,11.0,7,6,4,2018,2
421,305.1,49,49,1.0,7,1,4,2018,2
320,305.1,11,11,1.0,5,20,4,2018,2
662,305.1,11,11,4.0,11,2,4,2018,2
661,305.1,11,11,10.0,11,1,4,2018,2
660,305.1,11,11,10.0,11,0,4,2018,2
659,305.1,11,11,11.0,10,59,4,2018,2
658,305.1,11,11,6.0,10,58,4,2018,2
657,305.1,11,11,11.0,10,57,4,2018,2
656,305.1,11,11,10.0,10,56,4,2018,2
655,305.1,11,11,9.0,10,55,4,2018,2
654,305.1,11,11,11.0,10,54,4,2018,2
653,305.1,11,11,7.0,10,53,4,2018,2
652,305.1,11,11,9.0,10,52,4,2018,2
651,305.1,11,11,8.0,10,51,4,2018,2
650,305.1,11,11,11.0,10,50,4,2018,2
300,279.4,11,11,1.0,5,0,2,2017,12
640,305.1,11,11,8.0,10,40,4,2018,2
424,361.8,49,49,16.0,7,4,2,2017,12
424,329.8,49,49,12.0,7,4,2,2017,12
350,276.0,11,11,1.0,5,50,2,2017,12
370,276.0,11,11,1.0,6,10,2,2017,12
630,305.1,11,11,4.0,10,30,4,2018,2
610,305.1,11,11,9.0,10,10,4,2018,2
620,305.1,11,11,2.0,10,20,4,2018,2
600,305.1,11,11,10.0,10,0,4,2018,2
420,329.8,49,49,1.0,7,0,2,2017,12
430,329.8,49,49,1.0,7,10,2,2017,12
425,329.8,49,49,3.0,7,5,2,2017,12
424,276.0,49,49,1.0,7,4,2,2017,12
590,305.1,11,11,8.0,9,50,4,2018,2
580,305.1,11,11,11.0,9,40,4,2018,2
428,370.4,49,49,8.0,7,8,3,2017,12
434,329.8,49,49,8.0,7,14,3,2017,12
433,370.4,49,49,13.0,7,13,3,2017,12
424,361.8,49,49,34.0,7,4,3,2017,12
430,361.8,49,49,4.0,7,10,3,2017,12
429,361.8,49,49,37.0,7,9,3,2017,12
432,370.4,49,49,48.0,7,12,3,2017,12
570,305.1,11,11,9.0,9,30,4,2018,2
560,305.1,11,11,10.0,9,20,4,2018,2
550,305.1,11,11,10.0,9,10,4,2018,2
424,279.4,49,49,3.0,7,4,3,2017,12
540,305.1,11,11,10.0,9,0,4,2018,2
530,305.1,11,11,9.0,8,50,4,2018,2
520,305.1,11,11,10.0,8,40,4,2018,2
510,305.1,11,11,11.0,8,30,4,2018,2
500,305.1,11,11,9.0,8,20,4,2018,2
490,305.1,11,11,11.0,8,10,4,2018,2
480,305.1,11,11,8.0,8,0,4,2018,2
460,305.1,11,11,6.0,7,40,4,2018,2
470,305.1,11,11,10.0,7,50,4,2018,2
435,370.4,49,49,40.0,7,15,3,2017,12
450,305.1,11,11,11.0,7,30,4,2018,2
440,305.1,11,11,10.0,7,20,4,2018,2
429,305.1,11,11,6.0,7,9,4,2018,2
420,305.1,11,11,9.0,7,0,4,2018,2
390,305.1,11,11,1.0,6,30,4,2018,2
410,305.1,11,11,1.0,6,50,4,2018,2
310,305.1,11,11,1.0,5,10,4,2018,2
300,305.1,11,11,1.0,5,0,4,2018,2
340,305.1,11,11,1.0,5,40,4,2018,2
426,305.1,49,49,7.0,7,6,3,2018,2
590,305.1,11,11,1.0,9,50,3,2018,2
440,305.1,11,11,10.0,7,20,3,2018,2
560,305.1,11,11,1.0,9,20,3,2018,2
570,305.1,11,11,1.0,9,30,3,2018,2
550,305.1,11,11,11.0,9,10,3,2018,2
424,305.1,49,49,1.0,7,4,3,2018,2
540,305.1,11,11,9.0,9,0,3,2018,2
520,305.1,11,11,11.0,8,40,3,2018,2
530,305.1,11,11,7.0,8,50,3,2018,2
510,305.1,11,11,10.0,8,30,3,2018,2
500,305.1,11,11,5.0,8,20,3,2018,2
490,305.1,11,11,7.0,8,10,3,2018,2
426,276.0,49,49,2.0,7,6,3,2017,12
480,305.1,11,11,9.0,8,0,3,2018,2
434,276.0,49,49,1.0,7,14,3,2017,12
470,305.1,11,11,4.0,7,50,3,2018,2
460,305.1,11,11,8.0,7,40,3,2018,2
450,305.1,11,11,10.0,7,30,3,2018,2
400,276.0,11,11,1.0,6,40,3,2017,12
429,305.1,11,11,9.0,7,9,3,2018,2
427,305.1,49,49,16.0,7,7,3,2018,2
429,305.1,49,49,13.0,7,9,3,2018,2
420,305.1,11,11,9.0,7,0,3,2018,2
410,305.1,11,11,9.0,6,50,3,2018,2
400,305.1,11,11,6.0,6,40,3,2018,2
430,329.8,49,49,1.0,7,10,3,2017,12
433,329.8,49,49,5.0,7,13,3,2017,12
390,305.1,11,11,1.0,6,30,3,2018,2
425,329.8,49,49,4.0,7,5,3,2017,12
340,276.0,11,11,2.0,5,40,3,2017,12
429,329.8,49,49,1.0,7,9,3,2017,12
431,361.8,49,49,2.0,7,11,3,2017,12
424,329.8,49,49,4.0,7,4,3,2017,12
429,361.8,49,49,27.0,7,9,4,2017,12
424,361.8,49,49,18.0,7,4,4,2017,12
434,329.8,49,49,8.0,7,14,4,2017,12
432,370.4,49,49,19.0,7,12,4,2017,12
426,276.0,49,49,9.0,7,6,4,2017,12
428,370.4,49,49,4.0,7,8,4,2017,12
424,279.4,49,49,3.0,7,4,4,2017,12
600,279.4,11,11,1.0,10,0,4,2017,12
424,305.1,49,49,2.0,7,4,2,2018,2
426,305.1,49,49,13.0,7,6,2,2018,2
425,305.1,49,49,1.0,7,5,2,2018,2
428,305.1,49,49,1.0,7,8,2,2018,2
360,305.1,11,11,1.0,6,0,2,2018,2
650,305.1,11,11,5.0,10,50,2,2018,2
640,305.1,11,11,11.0,10,40,2,2018,2
630,305.1,11,11,11.0,10,30,2,2018,2
620,305.1,11,11,10.0,10,20,2,2018,2
530,276.0,11,11,1.0,8,50,4,2017,12
610,305.1,11,11,11.0,10,10,2,2018,2
600,305.1,11,11,9.0,10,0,2,2018,2
427,305.1,49,49,16.0,7,7,2,2018,2
590,305.1,11,11,11.0,9,50,2,2018,2
580,305.1,11,11,11.0,9,40,2,2018,2
570,305.1,11,11,9.0,9,30,2,2018,2
560,305.1,11,11,6.0,9,20,2,2018,2
550,305.1,11,11,10.0,9,10,2,2018,2
540,305.1,11,11,9.0,9,0,2,2018,2
530,305.1,11,11,11.0,8,50,2,2018,2
520,305.1,11,11,11.0,8,40,2,2018,2
500,305.1,11,11,11.0,8,20,2,2018,2
510,305.1,11,11,9.0,8,30,2,2018,2
490,305.1,11,11,10.0,8,10,2,2018,2
480,305.1,11,11,7.0,8,0,2,2018,2
470,305.1,11,11,7.0,7,50,2,2018,2
460,305.1,11,11,7.0,7,40,2,2018,2
450,305.1,11,11,6.0,7,30,2,2018,2
432,305.1,49,49,6.0,7,12,2,2018,2
440,305.1,11,11,5.0,7,20,2,2018,2
429,305.1,11,11,9.0,7,9,2,2018,2
420,305.1,11,11,8.0,7,0,2,2018,2
428,329.8,49,49,3.0,7,8,4,2017,12
425,329.8,49,49,12.0,7,5,4,2017,12
435,370.4,49,49,12.0,7,15,4,2017,12
340,276.0,11,11,2.0,5,40,4,2017,12
300,305.1,11,11,1.0,5,0,2,2018,2
433,329.8,49,49,1.0,7,13,4,2017,12
424,329.8,49,49,3.0,7,4,4,2017,12
426,305.1,49,49,18.0,7,6,1,2018,2
424,329.8,49,49,8.0,7,4,5,2017,12
428,305.1,49,49,1.0,7,8,1,2018,2
433,305.1,49,49,1.0,7,13,1,2018,2
429,361.8,49,49,33.0,7,9,5,2017,12
428,370.4,49,49,14.0,7,8,5,2017,12
630,305.1,11,11,1.0,10,30,1,2018,2
620,305.1,11,11,11.0,10,20,1,2018,2
425,305.1,49,49,2.0,7,5,1,2018,2
434,329.8,49,49,5.0,7,14,5,2017,12
432,370.4,49,49,39.0,7,12,5,2017,12
433,370.4,49,49,10.0,7,13,5,2017,12
610,305.1,11,11,11.0,10,10,1,2018,2
1143,276.0,49,49,2.0,19,3,5,2017,12
427,276.0,49,49,1.0,7,7,5,2017,12
425,329.8,49,49,2.0,7,5,5,2017,12
390,276.0,11,11,4.0,6,30,5,2017,12
424,279.4,49,49,3.0,7,4,5,2017,12
424,276.0,49,49,1.0,7,4,5,2017,12
424,361.8,49,49,11.0,7,4,5,2017,12
370,276.0,11,11,2.0,6,10,5,2017,12
435,370.4,49,49,7.0,7,15,5,2017,12
426,276.0,49,49,2.0,7,6,5,2017,12
340,276.0,11,11,1.0,5,40,5,2017,12
330,279.4,11,11,3.0,5,30,5,2017,12
426,279.4,49,49,1.0,7,6,5,2017,12
320,276.0,11,11,2.0,5,20,5,2017,12
600,305.1,11,11,10.0,10,0,1,2018,2
590,305.1,11,11,11.0,9,50,1,2018,2
429,361.8,49,49,18.0,7,9,6,2017,12
434,329.8,49,49,2.0,7,14,6,2017,12
580,305.1,11,11,6.0,9,40,1,2018,2
300,305.1,11,11,2.0,5,0,1,2018,2
426,276.0,49,49,1.0,7,6,6,2017,12
570,305.1,11,11,10.0,9,30,1,2018,2
424,329.8,49,49,4.0,7,4,6,2017,12
424,361.8,49,49,14.0,7,4,6,2017,12
425,329.8,49,49,3.0,7,5,6,2017,12
560,305.1,11,11,11.0,9,20,1,2018,2
550,305.1,11,11,11.0,9,10,1,2018,2
426,279.4,49,49,1.0,7,6,1,2017,12
520,279.4,11,11,1.0,8,40,1,2017,12
340,276.0,11,11,1.0,5,40,1,2017,12
426,276.0,49,49,2.0,7,6,1,2017,12
424,329.8,49,49,1.0,7,4,1,2017,12
428,329.8,49,49,2.0,7,8,1,2017,12
390,276.0,11,11,1.0,6,30,1,2017,12
429,361.8,49,49,30.0,7,9,2,2017,12
540,305.1,11,11,6.0,9,0,1,2018,2
435,370.4,49,49,48.0,7,15,2,2017,12
428,370.4,49,49,49.0,7,8,2,2017,12
530,305.1,11,11,8.0,8,50,1,2018,2
424,279.4,49,49,1.0,7,4,2,2017,12
420,370.4,49,49,47.0,7,0,2,2017,12
432,370.4,49,49,47.0,7,12,2,2017,12
433,370.4,49,49,47.0,7,13,2,2017,12
424,361.8,49,49,8.0,7,4,2,2017,12
426,276.0,49,49,1.0,7,6,2,2017,12
429,329.8,49,49,2.0,7,9,2,2017,12
424,329.8,49,49,2.0,7,4,2,2017,12
340,276.0,11,11,1.0,5,40,2,2017,12
425,329.8,49,49,7.0,7,5,2,2017,12
1145,276.0,49,49,1.0,19,5,2,2017,12
427,276.0,49,49,2.0,7,7,2,2017,12
520,305.1,11,11,10.0,8,40,1,2018,2
510,305.1,11,11,9.0,8,30,1,2018,2
500,305.1,11,11,11.0,8,20,1,2018,2
429,361.8,49,49,26.0,7,9,3,2017,12
428,370.4,49,49,24.0,7,8,3,2017,12
435,370.4,49,49,31.0,7,15,3,2017,12
432,370.4,49,49,19.0,7,12,3,2017,12
424,279.4,49,49,2.0,7,4,3,2017,12
490,305.1,11,11,9.0,8,10,1,2018,2
480,305.1,11,11,11.0,8,0,1,2018,2
470,305.1,11,11,10.0,7,50,1,2018,2
424,329.8,49,49,2.0,7,4,3,2017,12
460,305.1,11,11,11.0,7,40,1,2018,2
450,305.1,11,11,11.0,7,30,1,2018,2
440,305.1,11,11,10.0,7,20,1,2018,2
420,305.1,11,11,12.0,7,0,1,2018,2
429,305.1,11,11,7.0,7,9,1,2018,2
410,305.1,11,11,10.0,6,50,1,2018,2
429,305.1,49,49,11.0,7,9,1,2018,2
400,305.1,11,11,9.0,6,40,1,2018,2
390,305.1,11,11,9.0,6,30,1,2018,2
380,305.1,11,11,11.0,6,20,1,2018,2
425,329.8,49,49,1.0,7,5,3,2017,12
360,305.1,11,11,1.0,6,0,1,2018,2
370,305.1,11,11,6.0,6,10,1,2018,2
1143,276.0,49,49,1.0,19,3,3,2017,12
424,361.8,49,49,33.0,7,4,3,2017,12
430,361.8,49,49,2.0,7,10,3,2017,12
420,370.4,49,49,3.0,7,0,3,2017,12
432,370.4,49,49,18.0,7,12,4,2017,12
428,370.4,49,49,26.0,7,8,4,2017,12
424,329.8,49,49,2.0,7,4,4,2017,12
429,361.8,49,49,22.0,7,9,4,2017,12
426,305.1,49,49,9.0,7,6,6,2018,12
651,305.1,11,11,9.0,10,51,6,2018,12
650,305.1,11,11,6.0,10,50,6,2018,12
640,305.1,11,11,4.0,10,40,6,2018,12
630,305.1,11,11,11.0,10,30,6,2018,12
620,305.1,11,11,7.0,10,20,6,2018,12
610,305.1,11,11,10.0,10,10,6,2018,12
600,305.1,11,11,10.0,10,0,6,2018,12
590,305.1,11,11,10.0,9,50,6,2018,12
560,305.1,11,11,6.0,9,20,6,2018,12
580,305.1,11,11,11.0,9,40,6,2018,12
550,305.1,11,11,7.0,9,10,6,2018,12
435,370.4,49,49,26.0,7,15,4,2017,12
429,329.8,49,49,2.0,7,9,4,2017,12
570,305.1,11,11,7.0,9,30,6,2018,12
540,305.1,11,11,11.0,9,0,6,2018,12
480,305.1,11,11,10.0,8,0,6,2018,12
530,305.1,11,11,8.0,8,50,6,2018,12
520,305.1,11,11,7.0,8,40,6,2018,12
425,329.8,49,49,1.0,7,5,4,2017,12
510,305.1,11,11,11.0,8,30,6,2018,12
500,305.1,11,11,11.0,8,20,6,2018,12
424,361.8,49,49,27.0,7,4,4,2017,12
427,276.0,49,49,1.0,7,7,4,2017,12
310,17.4,11,11,1.0,5,10,4,2017,12
426,279.4,49,49,1.0,7,6,4,2017,12
420,370.4,49,49,1.0,7,0,4,2017,12
490,305.1,11,11,10.0,8,10,6,2018,12
428,276.0,49,49,1.0,7,8,4,2017,12
429,361.8,49,49,30.0,7,9,5,2017,12
428,370.4,49,49,24.0,7,8,5,2017,12
433,370.4,49,49,17.0,7,13,5,2017,12
654,276.0,11,11,1.0,10,54,5,2017,12
432,370.4,49,49,11.0,7,12,5,2017,12
420,370.4,49,49,1.0,7,0,5,2017,12
424,329.8,49,49,4.0,7,4,5,2017,12
435,370.4,49,49,26.0,7,15,5,2017,12
426,276.0,49,49,5.0,7,6,5,2017,12
427,276.0,49,49,4.0,7,7,5,2017,12
390,276.0,11,11,1.0,6,30,5,2017,12
429,329.8,49,49,4.0,7,9,5,2017,12
425,329.8,49,49,1.0,7,5,5,2017,12
424,361.8,49,49,31.0,7,4,5,2017,12
370,276.0,11,11,3.0,6,10,5,2017,12
420,305.1,11,11,5.0,7,0,6,2018,12
427,305.1,49,49,13.0,7,7,6,2018,12
300,276.0,11,11,1.0,5,0,5,2017,12
425,329.8,49,49,11.0,7,5,6,2017,12
432,370.4,49,49,7.0,7,12,6,2017,12
420,370.4,49,49,9.0,7,0,6,2017,12
435,370.4,49,49,7.0,7,15,6,2017,12
429,361.8,49,49,9.0,7,9,6,2017,12
433,370.4,49,49,11.0,7,13,6,2017,12
470,305.1,11,11,9.0,7,50,6,2018,12
450,305.1,11,11,9.0,7,30,6,2018,12
424,279.4,49,49,2.0,7,4,6,2017,12
428,370.4,49,49,26.0,7,8,6,2017,12
429,329.8,49,49,4.0,7,9,6,2017,12
300,276.0,11,11,1.0,5,0,6,2017,12
434,329.8,49,49,2.0,7,14,6,2017,12
424,361.8,49,49,32.0,7,4,6,2017,12
424,329.8,49,49,3.0,7,4,6,2017,12
460,305.1,11,11,7.0,7,40,6,2018,12
432,370.4,49,49,2.0,7,12,0,2018,1
435,370.4,49,49,2.0,7,15,0,2018,1
428,370.4,49,49,6.0,7,8,0,2018,1
425,329.8,49,49,5.0,7,5,0,2018,1
428,329.8,49,49,1.0,7,8,0,2018,1
429,329.8,49,49,4.0,7,9,0,2018,1
424,361.8,49,49,23.0,7,4,0,2018,1
400,279.4,11,11,1.0,6,40,0,2018,1
429,361.8,49,49,5.0,7,9,0,2018,1
440,305.1,11,11,6.0,7,20,6,2018,12
429,305.1,11,11,8.0,7,9,6,2018,12
428,370.4,49,49,10.0,7,8,3,2018,2
435,370.4,49,49,4.0,7,15,3,2018,2
432,370.4,49,49,3.0,7,12,3,2018,2
424,361.8,49,49,10.0,7,4,3,2018,2
429,361.8,49,49,2.0,7,9,3,2018,2
340,305.1,11,11,1.0,5,40,6,2018,12
300,305.1,11,11,1.0,5,0,6,2018,12
428,370.4,49,49,4.0,7,8,3,2018,3
435,370.4,49,49,12.0,7,15,3,2018,3
426,305.1,49,49,8.0,7,6,4,2018,11
424,329.8,49,49,3.0,7,4,3,2018,3
425,329.8,49,49,7.0,7,5,3,2018,3
400,305.1,11,11,1.0,6,40,4,2018,11
390,305.1,11,11,9.0,6,30,4,2018,11
666,305.1,11,11,3.0,11,6,4,2018,11
665,305.1,11,11,8.0,11,5,4,2018,11
664,305.1,11,11,10.0,11,4,4,2018,11
663,305.1,11,11,8.0,11,3,4,2018,11
662,305.1,11,11,8.0,11,2,4,2018,11
661,305.1,11,11,9.0,11,1,4,2018,11
660,305.1,11,11,10.0,11,0,4,2018,11
659,305.1,11,11,9.0,10,59,4,2018,11
434,329.8,49,49,2.0,7,14,3,2018,3
658,305.1,11,11,11.0,10,58,4,2018,11
657,305.1,11,11,7.0,10,57,4,2018,11
424,361.8,49,49,26.0,7,4,3,2018,3
429,329.8,49,49,2.0,7,9,3,2018,3
656,305.1,11,11,11.0,10,56,4,2018,11
655,305.1,11,11,11.0,10,55,4,2018,11
654,305.1,11,11,3.0,10,54,4,2018,11
1144,305.1,49,49,23.0,19,4,4,2018,11
650,305.1,11,11,2.0,10,50,4,2018,11
651,305.1,11,11,1.0,10,51,4,2018,11
630,305.1,11,11,3.0,10,30,4,2018,11
435,370.4,49,49,14.0,7,15,6,2018,4
428,370.4,49,49,11.0,7,8,6,2018,4
429,329.8,49,49,3.0,7,9,6,2018,4
640,305.1,11,11,4.0,10,40,4,2018,11
620,305.1,11,11,5.0,10,20,4,2018,11
600,305.1,11,11,5.0,10,0,4,2018,11
610,305.1,11,11,4.0,10,10,4,2018,11
590,305.1,11,11,7.0,9,50,4,2018,11
580,305.1,11,11,11.0,9,40,4,2018,11
570,305.1,11,11,6.0,9,30,4,2018,11
560,276.0,11,11,1.0,9,20,6,2018,4
424,329.8,49,49,3.0,7,4,6,2018,4
425,329.8,49,49,3.0,7,5,6,2018,4
424,361.8,49,49,30.0,7,4,6,2018,4
420,370.4,49,49,1.0,7,0,6,2018,4
433,370.4,49,49,3.0,7,13,6,2018,4
432,370.4,49,49,1.0,7,12,6,2018,4
560,305.1,11,11,7.0,9,20,4,2018,11
550,305.1,11,11,4.0,9,10,4,2018,11
540,305.1,11,11,8.0,9,0,4,2018,11
520,305.1,11,11,9.0,8,40,4,2018,11
530,305.1,11,11,8.0,8,50,4,2018,11
510,305.1,11,11,10.0,8,30,4,2018,11
435,370.4,49,49,13.0,7,15,1,2018,5
500,305.1,11,11,7.0,8,20,4,2018,11
430,305.1,49,49,11.0,7,10,4,2018,11
425,329.8,49,49,6.0,7,5,1,2018,5
428,370.4,49,49,8.0,7,8,1,2018,5
424,361.8,49,49,30.0,7,4,1,2018,5
490,305.1,11,11,9.0,8,10,4,2018,11
431,329.8,49,49,1.0,7,11,1,2018,5
430,329.8,49,49,3.0,7,10,1,2018,5
424,329.8,49,49,2.0,7,4,1,2018,5
429,329.8,49,49,1.0,7,9,1,2018,5
480,305.1,11,11,10.0,8,0,4,2018,11
1143,305.1,49,49,10.0,19,3,4,2018,11
470,305.1,11,11,4.0,7,50,4,2018,11
460,305.1,11,11,9.0,7,40,4,2018,11
450,305.1,11,11,9.0,7,30,4,2018,11
427,305.1,49,49,1.0,7,7,4,2018,11
420,392.0,49,49,48.0,7,0,4,2018,6
435,370.4,49,49,16.0,7,15,4,2018,6
428,329.8,49,49,2.0,7,8,4,2018,6
428,370.4,49,49,9.0,7,8,4,2018,6
424,361.8,49,49,19.0,7,4,4,2018,6
430,329.8,49,49,4.0,7,10,4,2018,6
424,329.8,49,49,2.0,7,4,4,2018,6
426,276.0,49,49,1.0,7,6,4,2018,6
425,329.8,49,49,6.0,7,5,4,2018,6
300,305.1,11,11,1.0,5,0,4,2018,11
429,329.8,49,49,2.0,7,9,4,2018,6
426,305.1,49,49,3.0,7,6,1,2018,10
330,305.1,11,11,1.0,5,30,1,2018,10
310,305.1,11,11,1.0,5,10,1,2018,10
300,305.1,11,11,1.0,5,0,1,2018,10
426,305.1,49,49,23.0,7,6,6,2018,9
424,279.4,49,49,1.0,7,4,6,2018,7
425,62.0,49,49,2.0,7,5,6,2018,7
428,387.7,49,49,11.0,7,8,6,2018,7
424,361.8,49,49,33.0,7,4,6,2018,7
540,305.1,11,11,11.0,9,0,6,2018,9
421,305.1,49,49,2.0,7,1,6,2018,9
656,305.1,11,11,9.0,10,56,6,2018,9
655,305.1,11,11,11.0,10,55,6,2018,9
428,370.4,49,49,4.0,7,8,6,2018,7
435,370.4,49,49,12.0,7,15,6,2018,7
435,349.0,49,49,1.0,7,15,6,2018,7
428,349.0,49,49,7.0,7,8,6,2018,7
420,392.0,49,49,15.0,7,0,6,2018,7
424,329.8,49,49,4.0,7,4,6,2018,7
425,329.8,49,49,6.0,7,5,6,2018,7
429,329.8,49,49,2.0,7,9,6,2018,7
430,329.8,49,49,1.0,7,10,6,2018,7
654,305.1,11,11,10.0,10,54,6,2018,9
653,305.1,11,11,10.0,10,53,6,2018,9
652,305.1,11,11,10.0,10,52,6,2018,9
651,305.1,11,11,11.0,10,51,6,2018,9
650,305.1,11,11,10.0,10,50,6,2018,9
640,305.1,11,11,10.0,10,40,6,2018,9
428,349.0,49,49,5.0,7,8,2,2018,8
428,387.7,49,49,4.0,7,8,2,2018,8
630,305.1,11,11,10.0,10,30,6,2018,9
420,392.0,49,49,42.0,7,0,2,2018,8
620,305.1,11,11,10.0,10,20,6,2018,9
610,305.1,11,11,6.0,10,10,6,2018,9
424,305.1,49,49,4.0,7,4,6,2018,9
425,329.8,49,49,7.0,7,5,2,2018,8
424,361.8,49,49,31.0,7,4,2,2018,8
435,370.4,49,49,28.0,7,15,2,2018,8
600,305.1,11,11,10.0,10,0,6,2018,9
425,62.0,49,49,4.0,7,5,2,2018,8
435,349.0,49,49,3.0,7,15,2,2018,8
424,329.8,49,49,4.0,7,4,2,2018,8
428,370.4,49,49,6.0,7,8,2,2018,8
429,329.8,49,49,2.0,7,9,2,2018,8
430,329.8,49,49,2.0,7,10,2,2018,8
590,305.1,11,11,9.0,9,50,6,2018,9
580,305.1,11,11,9.0,9,40,6,2018,9
570,305.1,11,11,9.0,9,30,6,2018,9
560,305.1,11,11,9.0,9,20,6,2018,9
550,305.1,11,11,10.0,9,10,6,2018,9
530,305.1,11,11,11.0,8,50,6,2018,9
435,370.4,49,49,15.0,7,15,5,2018,9
520,305.1,11,11,11.0,8,40,6,2018,9
425,305.1,49,49,1.0,7,5,6,2018,9
510,305.1,11,11,11.0,8,30,6,2018,9
500,305.1,11,11,10.0,8,20,6,2018,9
490,305.1,11,11,11.0,8,10,6,2018,9
480,305.1,11,11,9.0,8,0,6,2018,9
470,305.1,11,11,11.0,7,50,6,2018,9
460,305.1,11,11,10.0,7,40,6,2018,9
450,305.1,11,11,9.0,7,30,6,2018,9
1144,305.1,49,49,13.0,19,4,6,2018,9
440,305.1,11,11,5.0,7,20,6,2018,9
429,305.1,11,11,10.0,7,9,6,2018,9
424,329.8,49,49,3.0,7,4,5,2018,9
420,305.1,11,11,9.0,7,0,6,2018,9
1143,305.1,49,49,9.0,19,3,6,2018,9
429,329.8,49,49,2.0,7,9,5,2018,9
410,305.1,11,11,10.0,6,50,6,2018,9
400,305.1,11,11,8.0,6,40,6,2018,9
390,305.1,11,11,6.0,6,30,6,2018,9
427,305.1,49,49,12.0,7,7,6,2018,9
330,305.1,11,11,1.0,5,30,6,2018,9
300,305.1,11,11,1.0,5,0,6,2018,9
435,349.0,49,49,1.0,7,15,5,2018,9
424,361.8,49,49,30.0,7,4,5,2018,9
433,387.7,49,49,1.0,7,13,5,2018,9
428,387.7,49,49,12.0,7,8,5,2018,9
420,392.0,49,49,50.0,7,0,5,2018,9
428,349.0,49,49,11.0,7,8,5,2018,9
425,62.0,49,49,2.0,7,5,5,2018,9
425,329.8,49,49,2.0,7,5,5,2018,9
428,370.4,49,49,7.0,7,8,5,2018,9
426,305.1,49,49,24.0,7,6,3,2018,8
428,305.1,49,49,2.0,7,8,3,2018,8
630,305.1,11,11,1.0,10,30,3,2018,8
620,305.1,11,11,11.0,10,20,3,2018,8
427,305.1,49,49,20.0,7,7,3,2018,8
610,305.1,11,11,11.0,10,10,3,2018,8
600,305.1,11,11,10.0,10,0,3,2018,8
435,370.4,49,49,10.0,7,15,0,2018,10
590,305.1,11,11,10.0,9,50,3,2018,8
580,305.1,11,11,8.0,9,40,3,2018,8
570,305.1,11,11,11.0,9,30,3,2018,8
560,305.1,11,11,6.0,9,20,3,2018,8
510,305.1,11,11,11.0,8,30,3,2018,8
540,305.1,11,11,2.0,9,0,3,2018,8
530,305.1,11,11,11.0,8,50,3,2018,8
520,305.1,11,11,3.0,8,40,3,2018,8
426,279.4,49,49,1.0,7,6,0,2018,10
500,305.1,11,11,9.0,8,20,3,2018,8
490,305.1,11,11,11.0,8,10,3,2018,8
480,305.1,11,11,9.0,8,0,3,2018,8
470,305.1,11,11,11.0,7,50,3,2018,8
460,305.1,11,11,9.0,7,40,3,2018,8
1143,305.1,49,49,2.0,19,3,3,2018,8
430,305.1,49,49,1.0,7,10,3,2018,8
432,349.0,49,49,9.0,7,12,0,2018,10
429,329.8,49,49,2.0,7,9,0,2018,10
1147,305.1,49,49,1.0,19,7,3,2018,8
428,349.0,49,49,4.0,7,8,0,2018,10
424,361.8,49,49,34.0,7,4,0,2018,10
428,387.7,49,49,15.0,7,8,0,2018,10
420,392.0,49,49,46.0,7,0,0,2018,10
424,329.8,49,49,1.0,7,4,0,2018,10
425,329.8,49,49,14.0,7,5,0,2018,10
425,62.0,49,49,1.0,7,5,0,2018,10
428,370.4,49,49,10.0,7,8,0,2018,10
450,305.1,11,11,11.0,7,30,3,2018,8
440,305.1,11,11,10.0,7,20,3,2018,8
435,349.0,49,49,3.0,7,15,0,2018,10
429,305.1,11,11,9.0,7,9,3,2018,8
433,305.1,49,49,1.0,7,13,3,2018,8
420,305.1,11,11,9.0,7,0,3,2018,8
410,305.1,11,11,8.0,6,50,3,2018,8
390,305.1,11,11,1.0,6,30,3,2018,8
300,305.1,11,11,1.0,5,0,3,2018,8
429,361.8,49,49,1.0,7,9,3,2018,11
420,305.1,49,49,1.0,7,0,0,2018,7
426,305.1,49,49,25.0,7,6,0,2018,7
580,305.1,11,11,9.0,9,40,0,2018,7
590,305.1,11,11,1.0,9,50,0,2018,7
